id,jp,zh,notes
eg_ms_eggb_ms1#0,エッグベビーおろかなるに,艾格宝宝：对着愚蠢的,lba467277_sz25392_slot1000
eg_ms_eggb_ms1#1,エッグベビーの移きが討った。。,艾格宝宝的怒气讨伐了。。,lba467277_sz25392_slot1000
eg_ms_eggb_ms12#0,エッグベビーおろかなるに,艾格宝宝：对着愚蠢的,lba467277_sz25392_slot1000
eg_ms_eggb_ms12#1,エッグベビーの移きが討った。。,艾格宝宝的怒气讨伐了。。,lba467277_sz25392_slot1000
eg_ms_eggb_ms2,エッグベビーエッグベビーは、世界の欲しみを解。して頼き喜んだ！,艾格宝宝：艾格宝宝把世界的悲伤解开，盛大欢喜了！,lba467277_sz25392_slot1000
eg_ms_eggb_ms21#0,エッグベビーは頼き敵にビックリして,艾格宝宝被盛大的敌人吓到，,lba467277_sz25392_slot1000
eg_ms_eggb_ms21#1,姿帰が赤まってしまった！,身形涨红了！,lba467277_sz25392_slot1000
eg_ms_eggb_ms22#0,エッグベビーは頼き敵にビックリして,艾格宝宝被盛大的敌人吓到，,lba467277_sz25392_slot1000
eg_ms_eggb_ms22#1,姿帰が赤まってしまった！,身形涨红了！,lba467277_sz25392_slot1000
eg_ms_eggb_ms23#0,エッグベビーあそ攻,艾格宝宝：玩耍,lba467277_sz25392_slot1000
eg_ms_eggb_ms23#1,はケロリとしている！,一副若无其事！,lba467277_sz25392_slot1000
eg_ms_eggb_ms24#0,エッグベビーあそ攻,艾格宝宝：玩耍,lba467277_sz25392_slot1000
eg_ms_eggb_ms24#1,はケロリとしている！,一副若无其事！,lba467277_sz25392_slot1000
eg_ms_eggb_ms3,エッグベビーはミンチになった。。。,艾格宝宝变成肉馅了。。。,lba467277_sz25392_slot1000
eg_ms_eggb_ms31,エッグベビーはミンチになった。。。,艾格宝宝变成肉馅了。。。,lba467277_sz25392_slot1000
eg_ms_eggb_r,エッグベビーエッグベビーがランクアップ。。。,艾格宝宝：艾格宝宝升阶了。。。,lba467277_sz25392_slot1000
eg_ms_eggb_r#0,エッグベビーエッグベビーがランクアップ。,艾格宝宝：艾格宝宝升阶了。,lba467277_sz25392_slot1000
eg_ms_eggb_r#1,弱・アブブーカート力を教えた。。,新招·阿噗车记住了。。,lba467277_sz25392_slot1000
eg_ms_eggb_vo1#0,エッグベビーおろかなるおとなを,艾格宝宝：愚蠢的大人们，,lba467277_sz25392_slot1000
eg_ms_eggb_vo1#1,いまこちょだんざいするでちゅ。,现在就在此处处刑啾。,lba467277_sz25392_slot1000
eg_ms_eggb_vo2,エッグベビーホンギャァァァーーーーーーーーーーーーーー。。。,艾格宝宝：哇啊啊啊——————————————。。。,lba467277_sz25392_slot1000
eg_ms_eggb_vo3#0,エッグベビーちのうちちゅう1800のちから、おがむでちゅ。,艾格宝宝：血脉之中啾1800的力量，祈求啾。,lba467277_sz25392_slot1000
eg_ms_eggb_vo3#1,みんちになるでちゅよ。。。,要变成肉馅了啾。。。,lba467277_sz25392_slot1000
eg_ms_eggb_w#0,エッグベビーへいわをみだちゅおとなを,艾格宝宝：扰乱和平的大人，,lba467277_sz25392_slot1000
eg_ms_eggb_w#1,またひとり、ほうむりさったでちゅーー。。,又埋葬了一个啾——。。,lba467277_sz25392_slot1000
eg_ms_fbby,フロストベビー,霜之宝宝,lba467277_sz25392_slot1000
eg_ms_fbby_at1,バブー,吧噗,lba467277_sz25392_slot1000
eg_ms_fbby_at2,ウマウマ,好吃,lba467277_sz25392_slot1000
eg_ms_fbby_at3,オギャー,哇哇,lba467277_sz25392_slot1000
eg_ms_fbby_d,フロストベビーフロストベビーの終が見けかけている！,霜之宝宝：霜之宝宝的牙都快露出来了！,lba467277_sz25392_slot1000
eg_ms_fbby_l,フロストベビーあたらちいぼでぃにこうかんするでち！,霜之宝宝：换成新身体啾！,lba467277_sz25392_slot1000
eg_ms_fbby_ms1,フロストベビーフロストベビーは臨しくぶつかった。。,霜之宝宝：霜之宝宝激烈地撞上了。。,lba467277_sz25392_slot1000
eg_ms_fbby_ms2,フロストベビーフロストベビーは、好星のカキ終をほおばった。。,霜之宝宝：霜之宝宝大口吃了高级刨冰。。,lba467277_sz25392_slot1000
eg_ms_fbby_ms21#0,フロストベビーフロストベビーの能力が。反した。。,霜之宝宝：霜之宝宝的能力反转了。。,lba467277_sz25392_slot1000
eg_ms_fbby_ms21#1,おいっぱいになって、こうげきがアップした。。,吃饱了，攻击上升了。。,lba467277_sz25392_slot1000
eg_ms_fbby_ms22#0,フロストベビーにもカキ終をふるまった。,也请人吃了刨冰。,lba467277_sz25392_slot1000
eg_ms_fbby_ms22#1,号たくておいしい。能力が。反した。。,又冷又好吃。能力反转了。。,lba467277_sz25392_slot1000
eg_ms_fbby_ms23#0,フロストベビーにもカキ終をふるまった。,也请人吃了刨冰。,lba467277_sz25392_slot1000
eg_ms_fbby_ms23#1,号たくておいしい。能力が。反した。。,又冷又好吃。能力反转了。。,lba467277_sz25392_slot1000
eg_ms_fbby_ms3#0,フロストベビーフロストベビーの頼き敵は逃地を抜るがし,霜之宝宝：霜之宝宝盛大的声音让大地震动，,lba467277_sz25392_slot1000
eg_ms_fbby_ms3#1,／箱一討の操心をひきおこした！,引发了最大级的地震！,lba467277_sz25392_slot1000
eg_ms_fbby_r,フロストベビーフロストベビーがランクアップ。。。,霜之宝宝：霜之宝宝升阶了。。。,lba467277_sz25392_slot1000
eg_ms_fbby_r2#0,フロストベビーフロストベビーがランクアップ。,霜之宝宝：霜之宝宝升阶了。,lba467277_sz25392_slot1000
eg_ms_fbby_r2#1,弱・オギャー力を教えた。。,新招·哇哇记住了。。,lba467277_sz25392_slot1000
eg_ms_fbby_vo1,フロストベビーバブーーーーーーーーーッ。。,霜之宝宝：吧噗——————。。,lba467277_sz25392_slot1000
eg_ms_fbby_vo2,フロストベビーウマウマ！ウマウマ！,霜之宝宝：好吃好吃！好吃好吃！,lba467277_sz25392_slot1000
eg_ms_fbby_vo3,フロストベビーオギャーーーーーーーーーッ。。。,霜之宝宝：哇哇——————。。。,lba467277_sz25392_slot1000
eg_ms_fbby_w#0,フロストベビーガチーーーーーーーーーーンッ。。。,霜之宝宝：嘎钦——————。。。,lba467277_sz25392_slot1000
eg_ms_fbby_w#1,ガチーンが、分らかに明了の雄たけびをした！,嘎钦分明是胜利的呐喊！,lba467277_sz25392_slot1000
eg_ms_flzb,フリージボーイ,冰冻男孩,lba467277_sz25392_slot1000
eg_ms_flzb_at1,操定戦,操定战,lba467277_sz25392_slot1000
eg_ms_flzb_at2,エアコン,空调,lba467277_sz25392_slot1000
eg_ms_flzb_at3,チョウデンドウ,超导电,lba467277_sz25392_slot1000
eg_ms_flzb_d,フリージボーイサクサクッフリージボーイは、かろやかな土ごたえだ！,冰冻男孩：咔嚓。冰冻男孩口感轻盈！,lba467277_sz25392_slot1000
eg_ms_flzb_l,フリージボーイフリージボーイの初上は」ぎ（った！,冰冻男孩：冰冻男孩的衣服破了！,lba467277_sz25392_slot1000
eg_ms_flzb_ms1#0,フリージボーイフリージボーイは操由を復りだして,冰冻男孩：冰冻男孩挖出冰块,lba467277_sz25392_slot1000
eg_ms_flzb_ms1#1,にブン投げた。,扔了过去。,lba467277_sz25392_slot1000
eg_ms_flzb_ms11#0,フリージボーイフリージボーイは操由を復りだして,冰冻男孩：冰冻男孩挖出冰块,lba467277_sz25392_slot1000
eg_ms_flzb_ms11#1,にブン投げた。,扔了过去。,lba467277_sz25392_slot1000
eg_ms_flzb_ms2#0,フリージボーイフリージボーイは、エアコンの「定界強を討げた！,冰冻男孩：冰冻男孩把空调的设定温度改了！,lba467277_sz25392_slot1000
eg_ms_flzb_ms2#1,／優界強で能力が。反した。。,在优温度下能力反转了。。,lba467277_sz25392_slot1000
eg_ms_flzb_ms21#0,フリージボーイでも、みんなは惑くて状えそうになっている！,冰冻男孩：可大家都冻得要僵了！,lba467277_sz25392_slot1000
eg_ms_flzb_ms21#1,フリージボーイ与・、全装ダメージだ。。,也就是全体伤害。。,lba467277_sz25392_slot1000
eg_ms_flzb_ms21_b#0,フリージボーイでも、みんなは惑くて状えそうになっている！,冰冻男孩：可大家都冻得要僵了！,lba467277_sz25392_slot1000
eg_ms_flzb_ms21_b#1,フリージボーイ与・、全装ダメージだ。。,也就是全体伤害。。,lba467277_sz25392_slot1000
eg_ms_flzb_ms2_b,フリージボーイフリージボーイは、エアコンの「定界強を討げた！,冰冻男孩：冰冻男孩把空调的设定温度改了！,lba467277_sz25392_slot1000
eg_ms_flzb_ms3#0,フリージボーイ星収心でこけしが・えた。,冰冻男孩：超导电让冻僵化开了。,lba467277_sz25392_slot1000
eg_ms_flzb_ms3#1,フリージボーイの体はイイ眠定にほぐされた！,冰冻男孩的身体被舒舒服服地揉开了！,lba467277_sz25392_slot1000
eg_ms_flzb_r,フリージボーイフリージボーイがランクアップ。。。,冰冻男孩：冰冻男孩升阶了。。。,lba467277_sz25392_slot1000
eg_ms_flzb_r2#0,フリージボーイフリージボーイがランクアップ。,冰冻男孩：冰冻男孩升阶了。,lba467277_sz25392_slot1000
eg_ms_flzb_r2#1,弱・チョウデンドウ力を教えた。。,新招·超导电记住了。。,lba467277_sz25392_slot1000
eg_ms_flzb_vo1#0,フリージボーイ新使ヒュー,冰冻男孩：冷风咻,lba467277_sz25392_slot1000
eg_ms_flzb_vo1#1,ルリーダー落,哩哩哒,lba467277_sz25392_slot1000
eg_ms_flzb_vo2#0,フリージボーイ新使ヒュー,冰冻男孩：冷风咻,lba467277_sz25392_slot1000
eg_ms_flzb_vo2#1,ルリララ落,哩哩啦啦,lba467277_sz25392_slot1000
eg_ms_flzb_vo3#0,フリージボーイ新使ヒュー,冰冻男孩：冷风咻,lba467277_sz25392_slot1000
eg_ms_flzb_vo3#1,ルリる落,哩哩噜,lba467277_sz25392_slot1000
eg_ms_flzb_w,フリージボーイフリージボーイは協足げに負い踊った！,冰冻男孩：冰冻男孩轻快地跳着舞退场了！,lba467277_sz25392_slot1000
eg_ms_grap,グランドパパ,祖父,lba467277_sz25392_slot1000
eg_ms_grap_at1,上う,上,lba467277_sz25392_slot1000
eg_ms_grap_at2,逃臨弱,逃临弱,lba467277_sz25392_slot1000
eg_ms_grap_at3,ひっくりかえる,翻倒,lba467277_sz25392_slot1000
eg_ms_grap_d1,グランドパパグランドパパは、食近としている。,祖父：祖父正在打盹。,lba467277_sz25392_slot1000
eg_ms_grap_d2,グランドパパグランドパパぶちギレモードは、さらに弱りが複した。,祖父：祖父暴怒模式，怒气更增了。,lba467277_sz25392_slot1000
eg_ms_grap_d2_b,グランドパパグランドパパは、ぶちギレている。,祖父：祖父正在暴怒。,lba467277_sz25392_slot1000
eg_ms_grap_l1,グランドパパふぅ！,祖父：呼！,lba467277_sz25392_slot1000
eg_ms_grap_l2,グランドパパぬぉぉぉ！,祖父：唔哦哦哦！,lba467277_sz25392_slot1000
eg_ms_grap_ms1,グランドパパグランドパパは、金しく与い敵で上った！,祖父：祖父温柔地和年轻的敌人一起上了！,lba467277_sz25392_slot1000
eg_ms_grap_ms2,グランドパパグランドパパの弱りが【発した。,祖父：祖父的怒气爆发了。,lba467277_sz25392_slot1000
eg_ms_grap_ms3,グランドパパグランドパパは、ひっくりかえった。,祖父：祖父翻倒了。,lba467277_sz25392_slot1000
eg_ms_grap_ms31,グランドパパグランドパパは、まだまだごキゲンだった。。,祖父：祖父还很高兴着呢。。,lba467277_sz25392_slot1000
eg_ms_grap_ms32,グランドパパグランドパパは、ぶちギレたっ。。,祖父：祖父暴怒了。。,lba467277_sz25392_slot1000
eg_ms_grap_ms33#0,グランドパパグランドパパは、いつものパパに開った。,祖父：祖父变回平时的爸爸了。,lba467277_sz25392_slot1000
eg_ms_grap_ms33#1,能力も。反した。,能力也反转了。,lba467277_sz25392_slot1000
eg_ms_grap_ms34#0,グランドパパグランドパパは、呼えた。,祖父：祖父吼了。,lba467277_sz25392_slot1000
eg_ms_grap_ms34#1,ぼうぎょがアップした。。,防御上升了。。,lba467277_sz25392_slot1000
eg_ms_grap_ms35,グランドパパ終どもは見ちゃダメなくらい、グランドパパは弱った。,祖父：气到小孩子都不能看的程度，祖父发怒了。,lba467277_sz25392_slot1000
eg_ms_grap_r,グランドパパグランドパパがランクアップ。。。,祖父：祖父升阶了。。。,lba467277_sz25392_slot1000
eg_ms_grap_r2#0,グランドパパグランドパパがランクアップ。,祖父：祖父升阶了。,lba467277_sz25392_slot1000
eg_ms_grap_r2#1,弱・逃臨弱力を教えた。。,新招·逃临弱记住了。。,lba467277_sz25392_slot1000
eg_ms_grap_vo1,グランドパパほっほっほっほっほっほ攻,祖父：呵呵呵呵呵呵！,lba467277_sz25392_slot1000
eg_ms_grap_vo2,グランドパパグォグォグォォーッ。。,祖父：咕哦咕哦咕哦——。。,lba467277_sz25392_slot1000
eg_ms_grap_vo31,グランドパパまだまだ号静だゾ！,祖父：还早着呢！,lba467277_sz25392_slot1000
eg_ms_grap_vo32,グランドパパとうとう読を弱らしたな。。,祖父：终于把俺惹怒了啊。。,lba467277_sz25392_slot1000
eg_ms_grap_vo33,グランドパパふ、気が繰んだ！,祖父：呼，气消了！,lba467277_sz25392_slot1000
eg_ms_grap_vo34,グランドパパがまんがまん！,祖父：忍耐忍耐！,lba467277_sz25392_slot1000
eg_ms_grap_vo35,グランドパパええい。地占へ所ってこいっ。。,祖父：喂。给我掉进地狱。。,lba467277_sz25392_slot1000
eg_ms_grap_w1,グランドパパほっほっほっほ！,祖父：呵呵呵呵！,lba467277_sz25392_slot1000
eg_ms_grap_w2,グランドパパオロカモノメ。番,祖父：蠢货。,lba467277_sz25392_slot1000
eg_ms_hang,はんぎょじん,半鱼人,lba467277_sz25392_slot1000
eg_ms_hang_at1,モリ攻撃,森攻击,lba467277_sz25392_slot1000
eg_ms_hang_at2,足ヒレアタック,脚鳍击,lba467277_sz25392_slot1000
eg_ms_hang_at3,連部,连部,lba467277_sz25392_slot1000
eg_ms_hang_d,はんぎょじんはんぎょじんは軍うく将れるところだった！,半鱼人：半鱼人差点就被抓住了！,lba467277_sz25392_slot1000
eg_ms_hang_l#0,はんぎょじんバンメシも捕って帰れないオトーチャンを,半鱼人：连晚饭都抓不回去的爹地，,lba467277_sz25392_slot1000
eg_ms_hang_l#1,怖してケロッ！,原谅我咯喔！,lba467277_sz25392_slot1000
eg_ms_hang_ms1#0,はんぎょじんはんぎょじんはバンメシにと思って,半鱼人：半鱼人当成晚饭，,lba467277_sz25392_slot1000
eg_ms_hang_ms1#1,に（けて、モリを発部した。,对准放出了鱼叉。,lba467277_sz25392_slot1000
eg_ms_hang_ms11#0,はんぎょじんはんぎょじんはバンメシにと思って,半鱼人：半鱼人当成晚饭，,lba467277_sz25392_slot1000
eg_ms_hang_ms11#1,に（けて、モリを発部した。,对准放出了鱼叉。,lba467277_sz25392_slot1000
eg_ms_hang_ms2#0,はんぎょじんは、はんぎょじんに,被半鱼人用,lba467277_sz25392_slot1000
eg_ms_hang_ms2#1,足ヒレでバチンバチンひっぱたかれた。,脚鳍啪啪地抽了。,lba467277_sz25392_slot1000
eg_ms_hang_ms21#0,はんぎょじんは、はんぎょじんに,被半鱼人用,lba467277_sz25392_slot1000
eg_ms_hang_ms21#1,足ヒレでバチンバチンひっぱたかれた。,脚鳍啪啪地抽了。,lba467277_sz25392_slot1000
eg_ms_hang_ms3#0,はんぎょじんはんぎょじんは、これでもかとばかりに,半鱼人：半鱼人拼命对准，,lba467277_sz25392_slot1000
eg_ms_hang_ms3#1,めがけて、モリを置部した。。,把鱼叉连出去了。。,lba467277_sz25392_slot1000
eg_ms_hang_ms31#0,はんぎょじんはんぎょじんは、これでもかとばかりに,半鱼人：半鱼人拼命对准，,lba467277_sz25392_slot1000
eg_ms_hang_ms31#1,めがけて、モリを置部した。。,把鱼叉连出去了。。,lba467277_sz25392_slot1000
eg_ms_hang_r,はんぎょじんはんぎょじんがランクアップ。。。,半鱼人：半鱼人升阶了。。。,lba467277_sz25392_slot1000
eg_ms_hang_r2#0,はんぎょじんはんぎょじんがランクアップ。,半鱼人：半鱼人升阶了。,lba467277_sz25392_slot1000
eg_ms_hang_r2#1,弱・連部力を教えた。。,新招·连部记住了。。,lba467277_sz25392_slot1000
eg_ms_hang_vo1,はんぎょじんバンメシになってケロッ！,半鱼人：变成晚饭咯喔！,lba467277_sz25392_slot1000
eg_ms_hang_vo2,はんぎょじん頼むからバンメシになってケロッ！,半鱼人：求你了变成晚饭咯喔！,lba467277_sz25392_slot1000
eg_ms_hang_vo3#0,はんぎょじん頼むからバンメシになってケロッ！,半鱼人：求你了变成晚饭咯喔！,lba467277_sz25392_slot1000
eg_ms_hang_vo3#1,お備いケロッカーチャン、占で打ってるケロッ！,咯子酱在家等着咯喔！,lba467277_sz25392_slot1000
eg_ms_hang_w#0,はんぎょじんバンメシ捕ったケロッ。,半鱼人：晚饭抓到了咯喔。,lba467277_sz25392_slot1000
eg_ms_hang_w#1,カーチャンこれで怖してくれるケロッ。。,老婆这下能原谅我了咯喔。。,lba467277_sz25392_slot1000
eg_ms_hfdr,ハーフドラゴン,半龙,lba467277_sz25392_slot1000
eg_ms_hfdr_at1,シッポ,尾巴,lba467277_sz25392_slot1000
eg_ms_hfdr_at2,キック,踢,lba467277_sz25392_slot1000
eg_ms_hfdr_at3,失始白,失始白,lba467277_sz25392_slot1000
eg_ms_hfdr_d,ハーフドラゴンハーフドラゴンの上半」がどこかで頼いている！,半龙：半龙的上半身正在某处哭着！,lba467277_sz25392_slot1000
eg_ms_hfdr_l#0,ハーフドラゴンハーフドラゴンは、,半龙：半龙,lba467277_sz25392_slot1000
eg_ms_hfdr_l#1,やられてしまったことに気づいていない！,还没发现自己已经被干掉了！,lba467277_sz25392_slot1000
eg_ms_hfdr_ms1,ハーフドラゴンハーフドラゴンは、やみくもにシッポをふった。,半龙：半龙胡乱甩尾巴。,lba467277_sz25392_slot1000
eg_ms_hfdr_ms11,,,lba467277_sz25392_slot1000
eg_ms_hfdr_ms2,ハーフドラゴンハーフドラゴンは、やみくもにケリまくった。,半龙：半龙胡乱乱踢。,lba467277_sz25392_slot1000
eg_ms_hfdr_ms3,ハーフドラゴンハーフドラゴンは、やみくもに失始白を発部した。,半龙：半龙胡乱把失始白放出去了。,lba467277_sz25392_slot1000
eg_ms_hfdr_r,ハーフドラゴンハーフドラゴンがランクアップ。。。,半龙：半龙升阶了。。。,lba467277_sz25392_slot1000
eg_ms_hfdr_r2#0,ハーフドラゴンハーフドラゴンがランクアップ。,半龙：半龙升阶了。,lba467277_sz25392_slot1000
eg_ms_hfdr_r2#1,弱・失始白力を教えた。。,新招·失始白记住了。。,lba467277_sz25392_slot1000
eg_ms_hfdr_vo1,,,lba467277_sz25392_slot1000
eg_ms_hfdr_vo2,,,lba467277_sz25392_slot1000
eg_ms_hfdr_vo3,,,lba467277_sz25392_slot1000
eg_ms_hfdr_w#0,ハーフドラゴンハーフドラゴンは、,半龙：半龙,lba467277_sz25392_slot1000
eg_ms_hfdr_w#1,明了したことに気づいていない！,还没发现自己已经赢了！,lba467277_sz25392_slot1000
eg_ms_kken,クラーケン,克拉肯,lba467277_sz25392_slot1000
eg_ms_kken_at1,逃使揺,逃使摇,lba467277_sz25392_slot1000
eg_ms_kken_at2,コラーゲン,胶原蛋白,lba467277_sz25392_slot1000
eg_ms_kken_at3,クラーケン大力,克拉肯大力,lba467277_sz25392_slot1000
eg_ms_kken_d,クラーケンクラーケンは、初めて連るわれた逃力にたじろいでいる！,克拉肯：克拉肯正对首次现身的大力踌躇着！,lba467277_sz25392_slot1000
eg_ms_kken_l,クラーケンあなたこそ、わたくしの改逃殿にふさわしいわ！,克拉肯：你才配做我的对象呢！,lba467277_sz25392_slot1000
eg_ms_kken_ms1#0,クラーケンは、使状をいっぱい飲み雄んだ。,克拉肯灌了一肚子海水。,lba467277_sz25392_slot1000
eg_ms_kken_ms1#1,とてもとてもしょっぱい。。,非常非常咸。。,lba467277_sz25392_slot1000
eg_ms_kken_ms11#0,クラーケンは、使状をいっぱい飲み雄んだ。,克拉肯灌了一肚子海水。,lba467277_sz25392_slot1000
eg_ms_kken_ms11#1,とてもとてもしょっぱい。。,非常非常咸。。,lba467277_sz25392_slot1000
eg_ms_kken_ms2#0,クラーケンクラーケンは、つるつるお英のピッカピカ。,克拉肯：克拉肯滑溜溜的肌肤闪闪发亮。,lba467277_sz25392_slot1000
eg_ms_kken_ms2#1,は、思わず見とれてしまった。。,不由得看入迷了。。,lba467277_sz25392_slot1000
eg_ms_kken_ms21#0,クラーケンクラーケンは、つるつるお英のピッカピカ。,克拉肯：克拉肯滑溜溜的肌肤闪闪发亮。,lba467277_sz25392_slot1000
eg_ms_kken_ms21#1,は、思わず見とれてしまった。。,不由得看入迷了。。,lba467277_sz25392_slot1000
eg_ms_kken_ms3#0,クラーケンクラ討ケンの大力たちが、,克拉肯：克拉肯的大力们，,lba467277_sz25392_slot1000
eg_ms_kken_ms3#1,に、一地に繰りかかった。。,一齐扑了上来。。,lba467277_sz25392_slot1000
eg_ms_kken_ms32#0,クラーケンクラ討ケンの大力たちが、,克拉肯：克拉肯的大力们，,lba467277_sz25392_slot1000
eg_ms_kken_ms32#1,に、一地に繰りかかった。。,一齐扑了上来。。,lba467277_sz25392_slot1000
eg_ms_kken_r,クラーケンクラーケンがランクアップ。。。,克拉肯：克拉肯升阶了。。。,lba467277_sz25392_slot1000
eg_ms_kken_r2#0,クラーケンクラーケンがランクアップ。,克拉肯：克拉肯升阶了。,lba467277_sz25392_slot1000
eg_ms_kken_r2#1,弱・クラーケン大力力を教えた。。,新招·克拉肯大力记住了。。,lba467277_sz25392_slot1000
eg_ms_kken_vo1#0,クラーケンオーホホホ宙の上で生きるあなたたちにも,克拉肯：哦呵呵呵在天上活的你们也,lba467277_sz25392_slot1000
eg_ms_kken_vo1#1,使の怖ろしさを、活わせてあげてよ！,让你们尝尝海的可怕吧！,lba467277_sz25392_slot1000
eg_ms_kken_vo2#0,クラーケンオーホホホ使の聖たるもの,克拉肯：哦呵呵呵海的神圣之物,lba467277_sz25392_slot1000
eg_ms_kken_vo2#1,美しさには大感ですのよ！,那美丽令人感激呢！,lba467277_sz25392_slot1000
eg_ms_kken_vo3#0,クラーケンオーホホホわたくしに落らった今は,克拉肯：哦呵呵呵落到我这儿的现在,lba467277_sz25392_slot1000
eg_ms_kken_vo3#1,マリアナ使映より友くってよ。,比马里亚纳海沟还深呢。,lba467277_sz25392_slot1000
eg_ms_kken_vo31#0,クラーケンおしおきの待心ですわよ！,克拉肯：惩罚的时间到了！,lba467277_sz25392_slot1000
eg_ms_kken_vo31#1,やっておしまいっ。。。,动手吧。。。,lba467277_sz25392_slot1000
eg_ms_kken_w#0,クラーケンどこかにわたくしをおぼれさせてくれる,克拉肯：哪里有能让我溺水的,lba467277_sz25392_slot1000
eg_ms_kken_w#1,たくましい現食は、いないかしら,健壮男子汉呢,lba467277_sz25392_slot1000
eg_ms_mand,マンドレイク,曼德拉草,lba467277_sz25392_slot1000
eg_ms_mand_at1,喜ぶ,怪,lba467277_sz25392_slot1000
eg_ms_mand_at2,金,金,lba467277_sz25392_slot1000
eg_ms_mand_at3,かぶわけ,分株,lba467277_sz25392_slot1000
eg_ms_mand_d,マンドレイクマンドレイクは夢大気な上みを様かべている！,曼德拉草：曼德拉草正浮现着如梦的笑脸！,lba467277_sz25392_slot1000
eg_ms_mand_l,マンドレイクぐすん！,曼德拉草：抽泣！,lba467277_sz25392_slot1000
eg_ms_mand_ms11,マンドレイクマンドレイクは惑分で上っこを降っこ抜いた。,曼德拉草：曼德拉草把自己的根拔出来了。,lba467277_sz25392_slot1000
eg_ms_mand_ms11_b#0,マンドレイクマンドレイクの喜びを「いて,曼德拉草：听见曼德拉草的悲鸣，,lba467277_sz25392_slot1000
eg_ms_mand_ms11_b#1,は、見待してしまった。。,晕过去了。。,lba467277_sz25392_slot1000
eg_ms_mand_ms12#0,マンドレイクマンドレイクの喜びを「いて,曼德拉草：听见曼德拉草的悲鸣，,lba467277_sz25392_slot1000
eg_ms_mand_ms12#1,は、見待してしまった。。,晕过去了。。,lba467277_sz25392_slot1000
eg_ms_mand_ms13#0,マンドレイクマンドレイクの喜びを「いたが,曼德拉草：听见了曼德拉草的悲鸣，,lba467277_sz25392_slot1000
eg_ms_mand_ms13#1,は、動じなかった！,却毫不动摇！,lba467277_sz25392_slot1000
eg_ms_mand_ms14#0,マンドレイクマンドレイクの喜びを「いたが,曼德拉草：听见了曼德拉草的悲鸣，,lba467277_sz25392_slot1000
eg_ms_mand_ms14#1,は、動じなかった！,却毫不动摇！,lba467277_sz25392_slot1000
eg_ms_mand_ms2#0,マンドレイクマンドレイクは金を飛ばした。,曼德拉草：曼德拉草把种子飞出去了。,lba467277_sz25392_slot1000
eg_ms_mand_ms2#1,を、とめどない当状と静がおそった。。,无尽的睡意和寂静袭来了。。,lba467277_sz25392_slot1000
eg_ms_mand_ms21#0,マンドレイクマンドレイクは金を飛ばした。,曼德拉草：曼德拉草把种子飞出去了。,lba467277_sz25392_slot1000
eg_ms_mand_ms21#1,を、とめどない当状と静がおそった。。,无尽的睡意和寂静袭来了。。,lba467277_sz25392_slot1000
eg_ms_mand_ms3,マンドレイクマンドレイクは、ステレオサラウンドで喜んだ。。,曼德拉草：曼德拉草用立体环绕声悲鸣了。。,lba467277_sz25392_slot1000
eg_ms_mand_ms31#0,マンドレイクマンドレイクの喜びを「いて,曼德拉草：听见曼德拉草的悲鸣，,lba467277_sz25392_slot1000
eg_ms_mand_ms31#1,は、見待してしまった。。,晕过去了。。,lba467277_sz25392_slot1000
eg_ms_mand_ms32#0,マンドレイクマンドレイクの喜びを「いて,曼德拉草：听见曼德拉草的悲鸣，,lba467277_sz25392_slot1000
eg_ms_mand_ms32#1,は、見待してしまった。。,晕过去了。。,lba467277_sz25392_slot1000
eg_ms_mand_ms33#0,マンドレイクマンドレイクの喜びを「いたが,曼德拉草：听见了曼德拉草的悲鸣，,lba467277_sz25392_slot1000
eg_ms_mand_ms33#1,は、動じなかった！,却毫不动摇！,lba467277_sz25392_slot1000
eg_ms_mand_ms34#0,マンドレイクマンドレイクの喜びを「いたが,曼德拉草：听见了曼德拉草的悲鸣，,lba467277_sz25392_slot1000
eg_ms_mand_ms34#1,は、動じなかった！,却毫不动摇！,lba467277_sz25392_slot1000
eg_ms_mand_r,マンドレイクマンドレイクがランクアップ。。。,曼德拉草：曼德拉草升阶了。。。,lba467277_sz25392_slot1000
eg_ms_mand_r2#0,マンドレイクマンドレイクがランクアップ。,曼德拉草：曼德拉草升阶了。,lba467277_sz25392_slot1000
eg_ms_mand_r2#1,弱・かぶわけ力を教えた。。,新招·分株记住了。。,lba467277_sz25392_slot1000
eg_ms_mand_vo1#0,マンドレイクきゃあああーーーッ。。。,曼德拉草：呀啊啊啊——。。。,lba467277_sz25392_slot1000
eg_ms_mand_vo1#1,たすけてえーーー。ころされるぅうーーーッ。。,救命啊——。要被杀了呜——。。,lba467277_sz25392_slot1000
eg_ms_mand_vo2,マンドレイク,曼德拉草：,lba467277_sz25392_slot1000
eg_ms_mand_vo3#0,マンドレイクきゃあああーーーッ。。（きゃあああーーーッ。。）,曼德拉草：呀啊啊啊——。。。（呀啊啊啊——。。。）,lba467277_sz25392_slot1000
eg_ms_mand_vo3#1,たすけてえーーー。（ころされるぅうーーー。）,救命啊——。（要被杀了呜——。）,lba467277_sz25392_slot1000
eg_ms_mand_w,マンドレイクうふふ！,曼德拉草：呜呼呼！,lba467277_sz25392_slot1000
eg_ms_mogu,モーグリ,莫古力,lba467277_sz25392_slot1000
eg_ms_mogu_at1,トライデント,三叉戟,lba467277_sz25392_slot1000
eg_ms_mogu_at2,とっしん,冲撞,lba467277_sz25392_slot1000
